specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
expanding,97,2804857,1,1.0,47,10,10,71,0.2127659574468085,1.0
rolling_7d,97,2804857,0,0.0,8536,779,167,8973,0.0912605435801312,0.21437740693196405
rolling_7d,97,2804857,0,1.0,1275,682,546,1813,0.5349019607843137,0.8005865102639296
rolling_7d,97,2804857,1,0.0,33,3,3,39,0.09090909090909091,1.0
rolling_7d,97,2804857,1,1.0,40,10,10,63,0.25,1.0
expanding,99,2815441,0,0.0,20312,1517,460,21638,0.07468491532099251,0.3032300593276203
expanding,99,2815441,0,1.0,3398,1675,1300,5190,0.4929370217775162,0.7761194029850746
expanding,99,2815441,1,0.0,49,3,3,80,0.061224489795918366,1.0
expanding,99,2815441,1,1.0,96,22,20,312,0.22916666666666666,0.9090909090909091
rolling_7d,99,2815441,0,0.0,20717,1663,580,22118,0.08027224018921658,0.34876728803367407
rolling_7d,99,2815441,0,1.0,2993,1529,1180,4710,0.5108586702305379,0.7717462393721386
rolling_7d,99,2815441,1,0.0,58,3,3,90,0.05172413793103448,1.0
rolling_7d,99,2815441,1,1.0,87,22,20,302,0.25287356321839083,0.9090909090909091
expanding,99,2815442,0,0.0,4417,355,90,4665,0.08037129273262396,0.2535211267605634
expanding,99,2815442,0,1.0,997,374,315,1304,0.37512537612838515,0.8422459893048129
expanding,99,2815442,1,0.0,8,1,1,8,0.125,1.0
expanding,99,2815442,1,1.0,34,3,3,71,0.08823529411764706,1.0
rolling_7d,99,2815442,0,0.0,4555,373,99,4864,0.08188803512623491,0.26541554959785524
rolling_7d,99,2815442,0,1.0,859,356,306,1105,0.41443538998835855,0.8595505617977528
rolling_7d,99,2815442,1,0.0,13,1,1,13,0.07692307692307693,1.0
rolling_7d,99,2815442,1,1.0,29,3,3,66,0.10344827586206896,1.0
expanding,99,2815444,0,0.0,13165,1706,288,14305,0.12958602354728446,0.16881594372801875
expanding,99,2815444,0,1.0,2221,985,727,3702,0.4434939216569113,0.7380710659898477
expanding,99,2815444,1,0.0,43,5,5,53,0.11627906976744186,1.0
expanding,99,2815444,1,1.0,95,17,11,229,0.17894736842105263,0.6470588235294118
rolling_7d,99,2815444,0,0.0,13490,1754,310,14704,0.13002223869532986,0.17673888255416192
rolling_7d,99,2815444,0,1.0,1896,937,705,3303,0.4941983122362869,0.7524012806830309
rolling_7d,99,2815444,1,0.0,66,7,6,79,0.10606060606060606,0.8571428571428571
rolling_7d,99,2815444,1,1.0,72,15,10,203,0.20833333333333334,0.6666666666666666
expanding,98,2829164,0,0.0,18131,1997,396,19884,0.11014284926369201,0.19829744616925388
expanding,98,2829164,0,1.0,2864,1497,1207,7219,0.522695530726257,0.8062792251169004
expanding,98,2829164,1,0.0,56,3,3,61,0.05357142857142857,1.0
expanding,98,2829164,1,1.0,113,23,21,245,0.20353982300884957,0.9130434782608695
rolling_7d,98,2829164,0,0.0,18476,2055,436,20345,0.11122537345745832,0.2121654501216545
rolling_7d,98,2829164,0,1.0,2519,1439,1167,6758,0.5712584358872569,0.8109798471160529
rolling_7d,98,2829164,1,0.0,74,1,1,79,0.013513513513513514,1.0
rolling_7d,98,2829164,1,1.0,95,25,23,227,0.2631578947368421,0.92
expanding,98,2829166,0,0.0,3081,225,59,3178,0.0730282375851996,0.26222222222222225
expanding,98,2829166,0,1.0,773,358,294,1368,0.463130659767141,0.8212290502793296
expanding,98,2829166,1,0.0,7,0,0,7,0.0,
expanding,98,2829166,1,1.0,32,2,2,43,0.0625,1.0
rolling_7d,98,2829166,0,0.0,3145,231,62,3265,0.07344992050874403,0.2683982683982684
rolling_7d,98,2829166,0,1.0,709,352,291,1281,0.49647390691114246,0.8267045454545454
rolling_7d,98,2829166,1,0.0,14,0,0,16,0.0,
rolling_7d,98,2829166,1,1.0,25,2,2,34,0.08,1.0
expanding,98,2829167,0,0.0,6367,496,193,7983,0.07790168054028584,0.38911290322580644
expanding,98,2829167,0,1.0,1225,541,448,1804,0.4416326530612245,0.8280961182994455
expanding,98,2829167,1,0.0,29,2,2,33,0.06896551724137931,1.0
expanding,98,2829167,1,1.0,39,5,5,48,0.1282051282051282,1.0
rolling_7d,98,2829167,0,0.0,6467,505,199,8108,0.07808875831142724,0.3940594059405941
rolling_7d,98,2829167,0,1.0,1125,532,442,1679,0.4728888888888889,0.8308270676691729
rolling_7d,98,2829167,1,0.0,30,2,2,33,0.06666666666666667,1.0
rolling_7d,98,2829167,1,1.0,38,5,5,48,0.13157894736842105,1.0
expanding,100,2844058,0,0.0,19250,2270,446,20354,0.11792207792207793,0.19647577092511012
expanding,100,2844058,0,1.0,2709,1239,1013,5347,0.4573643410852713,0.8175948345439871
expanding,100,2844058,1,0.0,88,6,5,94,0.06818181818181818,0.8333333333333334
expanding,100,2844058,1,1.0,136,19,11,417,0.13970588235294118,0.5789473684210527
rolling_7d,100,2844058,0,0.0,19628,2322,485,20759,0.11830038720195639,0.20887166236003446
rolling_7d,100,2844058,0,1.0,2331,1187,974,4942,0.5092235092235092,0.8205560235888796
rolling_7d,100,2844058,1,0.0,132,7,4,139,0.05303030303030303,0.5714285714285714
rolling_7d,100,2844058,1,1.0,92,18,12,372,0.1956521739130435,0.6666666666666666
expanding,100,2844059,0,0.0,2867,327,90,3156,0.11405650505755145,0.27522935779816515
expanding,100,2844059,0,1.0,491,175,127,771,0.3564154786150713,0.7257142857142858
expanding,100,2844059,1,0.0,14,0,0,16,0.0,
expanding,100,2844059,1,1.0,19,5,5,24,0.2631578947368421,1.0
rolling_7d,100,2844059,0,0.0,2916,328,91,3206,0.11248285322359397,0.2774390243902439
rolling_7d,100,2844059,0,1.0,442,174,126,721,0.3936651583710407,0.7241379310344828
rolling_7d,100,2844059,1,0.0,13,0,0,15,0.0,
rolling_7d,100,2844059,1,1.0,20,5,5,25,0.25,1.0
expanding,100,2844060,0,0.0,4255,526,178,4654,0.1236192714453584,0.33840304182509506
expanding,100,2844060,0,1.0,880,324,241,1386,0.36818181818181817,0.7438271604938271
expanding,100,2844060,1,0.0,6,0,0,6,0.0,
expanding,100,2844060,1,1.0,33,1,1,57,0.030303030303030304,1.0
rolling_7d,100,2844060,0,0.0,4370,534,184,4781,0.12219679633867277,0.3445692883895131
rolling_7d,100,2844060,0,1.0,765,316,235,1259,0.4130718954248366,0.7436708860759493
rolling_7d,100,2844060,1,0.0,10,0,0,10,0.0,
rolling_7d,100,2844060,1,1.0,29,1,1,53,0.034482758620689655,1.0
expanding,101,2879968,0,0.0,18273,1373,555,19918,0.07513818201718382,0.40422432629278954
expanding,101,2879968,0,1.0,3239,1688,1361,5665,0.5211485026242667,0.8062796208530806
expanding,101,2879968,1,0.0,71,8,5,86,0.11267605633802817,0.625
expanding,101,2879968,1,1.0,141,33,28,333,0.23404255319148937,0.8484848484848485
rolling_7d,101,2879968,0,0.0,18577,1357,528,20244,0.07304731657425849,0.38909358879882094
rolling_7d,101,2879968,0,1.0,2935,1704,1388,5339,0.5805792163543442,0.8145539906103286
rolling_7d,101,2879968,1,0.0,109,12,6,130,0.11009174311926606,0.5
rolling_7d,101,2879968,1,1.0,103,29,27,289,0.2815533980582524,0.9310344827586207
expanding,101,2879969,0,0.0,4314,330,125,4645,0.07649513212795549,0.3787878787878788
expanding,101,2879969,0,1.0,1000,404,321,1343,0.404,0.7945544554455446
expanding,101,2879969,1,0.0,23,3,3,27,0.13043478260869565,1.0
expanding,101,2879969,1,1.0,26,3,3,33,0.11538461538461539,1.0
rolling_7d,101,2879969,0,0.0,4372,317,112,4775,0.07250686184812442,0.35331230283911674
rolling_7d,101,2879969,0,1.0,942,417,334,1213,0.4426751592356688,0.8009592326139089
rolling_7d,101,2879969,1,0.0,34,3,3,42,0.08823529411764706,1.0
rolling_7d,101,2879969,1,1.0,15,3,3,18,0.2,1.0
expanding,101,2879970,0,0.0,5327,519,188,5756,0.09742819598272949,0.3622350674373796
expanding,101,2879970,0,1.0,1151,358,262,1429,0.3110338835794961,0.7318435754189944
expanding,101,2879970,1,0.0,11,0,0,14,0.0,
expanding,101,2879970,1,1.0,34,8,8,48,0.23529411764705882,1.0
rolling_7d,101,2879970,0,0.0,5456,531,191,5940,0.09732404692082111,0.35969868173258
rolling_7d,101,2879970,0,1.0,1022,346,259,1245,0.3385518590998043,0.7485549132947977
rolling_7d,101,2879970,1,0.0,21,3,3,30,0.14285714285714285,1.0
rolling_7d,101,2879970,1,1.0,24,5,5,32,0.20833333333333334,1.0
expanding,102,2891165,0,0.0,10293,699,233,10996,0.06791023025357039,0.3333333333333333
expanding,102,2891165,0,1.0,1871,847,654,2822,0.45269909139497594,0.7721369539551358
expanding,102,2891165,1,0.0,34,6,5,45,0.17647058823529413,0.8333333333333334
expanding,102,2891165,1,1.0,55,6,6,83,0.10909090909090909,1.0
rolling_7d,102,2891165,0,0.0,10644,771,274,11542,0.07243517474633597,0.3553826199740597
rolling_7d,102,2891165,0,1.0,1520,775,613,2276,0.5098684210526315,0.7909677419354839
rolling_7d,102,2891165,1,0.0,51,7,6,70,0.13725490196078433,0.8571428571428571
rolling_7d,102,2891165,1,1.0,38,5,5,58,0.13157894736842105,1.0
expanding,102,2891166,0,0.0,3865,217,95,4215,0.05614489003880983,0.4377880184331797
expanding,102,2891166,0,1.0,820,283,238,1553,0.34512195121951217,0.8409893992932862
expanding,102,2891166,1,0.0,18,8,8,25,0.4444444444444444,1.0
expanding,102,2891166,1,1.0,28,2,2,50,0.07142857142857142,1.0
rolling_7d,102,2891166,0,0.0,4030,259,132,4531,0.06426799007444169,0.5096525096525096
rolling_7d,102,2891166,0,1.0,655,241,201,1237,0.36793893129770994,0.8340248962655602
rolling_7d,102,2891166,1,0.0,25,9,9,34,0.36,1.0
rolling_7d,102,2891166,1,1.0,21,1,1,41,0.047619047619047616,1.0
expanding,102,2891167,0,0.0,9562,635,254,10287,0.0664087011085547,0.4
expanding,102,2891167,0,1.0,2086,954,763,2966,0.4573346116970278,0.79979035639413
expanding,102,2891167,1,0.0,22,1,1,24,0.045454545454545456,1.0
expanding,102,2891167,1,1.0,37,5,3,71,0.13513513513513514,0.6
rolling_7d,102,2891167,0,0.0,9972,785,319,11006,0.0787204171680706,0.4063694267515924
rolling_7d,102,2891167,0,1.0,1676,804,698,2247,0.4797136038186158,0.8681592039800995
rolling_7d,102,2891167,1,0.0,33,2,1,37,0.06060606060606061,0.5
rolling_7d,102,2891167,1,1.0,26,4,3,58,0.15384615384615385,0.75
expanding,103,2941971,0,0.0,7546,526,270,8112,0.06970580439968195,0.5133079847908745
expanding,103,2941971,0,1.0,2429,1026,938,3505,0.4223960477562783,0.9142300194931774
expanding,103,2941971,1,0.0,42,2,2,49,0.047619047619047616,1.0
expanding,103,2941971,1,1.0,54,6,5,85,0.1111111111111111,0.8333333333333334
rolling_7d,103,2941971,0,0.0,8042,612,347,8694,0.0761004725192738,0.5669934640522876
rolling_7d,103,2941971,0,1.0,1933,940,861,2923,0.48629073978272114,0.9159574468085107
rolling_7d,103,2941971,1,0.0,62,3,3,72,0.04838709677419355,1.0
rolling_7d,103,2941971,1,1.0,34,5,4,62,0.14705882352941177,0.8
expanding,103,2941972,0,0.0,1704,132,51,1817,0.07746478873239436,0.38636363636363635
expanding,103,2941972,0,1.0,502,111,82,623,0.22111553784860558,0.7387387387387387
expanding,103,2941972,1,0.0,9,1,1,12,0.1111111111111111,1.0
expanding,103,2941972,1,1.0,19,0,0,20,0.0,
rolling_7d,103,2941972,0,0.0,1802,140,59,1926,0.07769145394006659,0.42142857142857143
rolling_7d,103,2941972,0,1.0,404,103,74,514,0.25495049504950495,0.7184466019417476
rolling_7d,103,2941972,1,0.0,20,1,1,24,0.05,1.0
rolling_7d,103,2941972,1,1.0,8,0,0,8,0.0,
expanding,103,2941973,0,0.0,3072,305,75,3288,0.09928385416666667,0.2459016393442623
expanding,103,2941973,0,1.0,1146,314,271,1450,0.27399650959860383,0.8630573248407644
expanding,103,2941973,1,0.0,7,1,1,8,0.14285714285714285,1.0
expanding,103,2941973,1,1.0,12,1,1,18,0.08333333333333333,1.0
rolling_7d,103,2941973,0,0.0,3277,328,92,3533,0.10009154714678059,0.2804878048780488
rolling_7d,103,2941973,0,1.0,941,291,254,1205,0.30924548352816156,0.872852233676976
rolling_7d,103,2941973,1,0.0,11,2,2,13,0.18181818181818182,1.0
rolling_7d,103,2941973,1,1.0,8,0,0,13,0.0,
expanding,104,2941974,0,0.0,6509,492,168,6865,0.07558764787217699,0.34146341463414637
expanding,104,2941974,0,1.0,1693,548,486,2236,0.32368576491435325,0.8868613138686131
expanding,104,2941974,1,0.0,32,2,1,38,0.0625,0.5
expanding,104,2941974,1,1.0,53,5,5,101,0.09433962264150944,1.0
rolling_7d,104,2941974,0,0.0,6990,575,231,7568,0.08226037195994278,0.4017391304347826
rolling_7d,104,2941974,0,1.0,1212,465,423,1533,0.38366336633663367,0.9096774193548387
rolling_7d,104,2941974,1,0.0,52,4,3,83,0.07692307692307693,0.75
rolling_7d,104,2941974,1,1.0,33,3,3,56,0.09090909090909091,1.0
expanding,104,2941975,0,0.0,3000,218,135,3155,0.07266666666666667,0.6192660550458715
expanding,104,2941975,0,1.0,473,82,74,523,0.1733615221987315,0.9024390243902439
expanding,104,2941975,1,0.0,11,2,2,12,0.18181818181818182,1.0
expanding,104,2941975,1,1.0,18,1,1,22,0.05555555555555555,1.0
rolling_7d,104,2941975,0,0.0,3132,228,143,3311,0.07279693486590039,0.6271929824561403
rolling_7d,104,2941975,0,1.0,341,72,66,367,0.21114369501466276,0.9166666666666666
rolling_7d,104,2941975,1,0.0,21,3,3,23,0.14285714285714285,1.0
rolling_7d,104,2941975,1,1.0,8,0,0,11,0.0,
expanding,104,2941976,0,0.0,8807,705,400,9491,0.08004996025888497,0.5673758865248227
expanding,104,2941976,0,1.0,3479,1738,1639,5449,0.4995688416211555,0.9430379746835443
expanding,104,2941976,1,0.0,36,3,2,43,0.08333333333333333,0.6666666666666666
expanding,104,2941976,1,1.0,81,21,21,190,0.25925925925925924,1.0
rolling_7d,104,2941976,0,0.0,9560,898,570,10826,0.09393305439330545,0.6347438752783965
rolling_7d,104,2941976,0,1.0,2726,1545,1469,4114,0.5667644900953779,0.9508090614886732
rolling_7d,104,2941976,1,0.0,61,6,5,72,0.09836065573770492,0.8333333333333334
rolling_7d,104,2941976,1,1.0,56,18,18,161,0.32142857142857145,1.0
